timestamp,arbitration_id,dlc,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,flag,attack_type,road_type,climate
0.0,192,8,124,28,48,2,0,0,0,0,Normal,Normal,urban,dry
0.0,193,8,176,16,229,7,0,0,0,0,Normal,Normal,urban,dry
0.0,194,4,154,0,0,0,0,0,0,0,Normal,Normal,urban,dry
0.0,195,4,182,0,0,0,0,0,0,0,Normal,Normal,urban,dry
0.0,416,8,138,16,135,16,191,16,171,16,Normal,Normal,urban,dry
0.0,432,4,3,70,0,0,0,0,0,0,Normal,Normal,urban,dry
0.0,800,3,0,0,0,0,0,0,0,0,Normal,Normal,urban,dry
0.0,992,4,101,3,142,3,0,0,0,0,Normal,Normal,urban,dry
0.01,192,8,132,29,253,1,0,0,0,0,Normal,Normal,urban,dry
0.01,193,8,166,16,130,7,0,0,0,0,Normal,Normal,urban,dry
0.01,416,8,131,16,206,16,172,16,149,16,Normal,Normal,urban,dry
0.01,800,3,0,0,0,0,0,0,0,0,Normal,Normal,urban,dry
0.02,192,8,219,28,53,2,0,0,0,0,Normal,Normal,urban,dry
0.02,193,8,164,16,51,7,0,0,0,0,Normal,Normal,urban,dry
0.02,194,4,115,3,0,0,0,0,0,0,Normal,Normal,urban,dry
0.02,195,4,114,255,0,0,0,0,0,0,Normal,Normal,urban,dry
0.02,416,8,165,16,129,16,116,16,138,16,Normal,Normal,urban,dry
0.02,800,3,0,0,0,0,0,0,0,0,Normal,Normal,urban,dry
0.03,192,8,4,31,36,2,0,0,0,0,Normal,Normal,urban,dry
0.03,193,8,164,16,138,8,0,0,0,0,Normal,Normal,urban,dry
0.03,416,8,180,16,201,16,160,16,139,16,Normal,Normal,urban,dry
0.03,800,3,0,0,0,0,0,0,0,0,Normal,Normal,urban,dry
0.04,192,8,96,30,232,1,0,0,0,0,Normal,Normal,urban,dry
0.04,193,8,162,16,25,7,0,0,0,0,Normal,Normal,urban,dry
0.04,194,4,154,24,0,0,0,0,0,0,Normal,Normal,urban,dry
0.04,195,4,40,255,0,0,0,0,0,0,Normal,Normal,urban,dry
0.04,416,8,151,16,172,16,203,16,184,16,Normal,Normal,urban,dry
0.04,800,3,1,1,0,0,0,0,0,0,Normal,Normal,urban,dry
0.05,192,8,223,29,51,2,0,0,0,0,Normal,Normal,urban,dry
0.05,193,8,168,16,233,7,0,0,0,0,Normal,Normal,urban,dry
0.05,416,8,194,16,145,16,155,16,150,16,Normal,Normal,urban,dry
0.05,800,3,0,1,0,0,0,0,0,0,Normal,Normal,urban,dry
0.06,194,4,129,9,0,0,0,0,0,0,Normal,Normal,urban,dry
0.06,195,4,227,0,0,0,0,0,0,0,Normal,Normal,urban,dry
